Country Name,Country Code,Year,gdp,Consumer Expenditure in Current USD,General Government Final Consumption Expenditure in Current USD,Gross Fixed Capital Formation,Net Exports,calculated_gdp,Consumer Expenditure (as % of GDP),Government Expenditure (as % of GDP),Investment Expenditure (as % of GDP),Net Exports Expenditure (as % of GDP),Consumer Expenditure (as % of GDP) % Difference (First Non-Empty),Government Expenditure (as % of GDP) % Difference (First Non-Empty),Investment Expenditure (as % of GDP) % Difference (First Non-Empty),Net Exports Expenditure (as % of GDP) % Difference (First Non-Empty),Consumer Expenditure (as % of GDP) % Difference (Last Year),Government Expenditure (as % of GDP) % Difference (Last Year),Investment Expenditure (as % of GDP) % Difference (Last Year),Net Exports Expenditure (as % of GDP) % Difference (Last Year),Total Percentage,GDP per capita,Income Level
Afghanistan,AFG,2006,6971758332.8891735,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2007,9747886104.532513,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2008,10109296957.65692,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2009,12416152648.057251,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2010,15856668496.388046,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2011,17805098367.295246,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2012,19907329905.977646,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2013,20146416876.388638,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2014,20497128600.336327,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2015,19134221744.52937,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2016,18116572399.1298,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2017,18753456506.570824,,,,,,,,,,,,,,,,,,,,Low income
Afghanistan,AFG,2018,18053222734.888084,,,,,,,,,,,,,,,,,,,,Low income
Albania,ALB,1987,2080796249.9999998,1545825025.0,208000000.0,698499962.5,-2074975.0,2450250012.5,63.088461059644615,8.488929657744466,28.50729349807523,-0.08468421546431887,1.870893460677678,0.362139807573735,24.162375264433376,64.27184857463203,-0.7553251414705531,0.06201409795658641,0.6516580303325803,-77.41787522328711,99.99999999999999,0.7967460998380331,
Albania,ALB,1988,2051236250.0,1571774975.0,201124987.5,670374975.0,-60287525.0,2382987412.5,65.95817362505686,8.440035664686919,28.131704409496123,-2.529913699239903,4.740606026089921,0.31324581451618805,23.786786175854267,61.82661909085645,4.548712264036969,-0.5759735918289821,-1.3175192818794534,2887.4678360879016,100.0,0.7596769785736807,
Albania,ALB,1989,2253090000.0,1659124975.0,205750000.0,731750012.5,-64875012.5,2531749975.0,65.53273393436095,8.12678985017073,28.902933533158226,-2.5624573176899115,4.315166335394011,0.0,24.55801529951637,61.79407547240644,-0.6450143588182855,-3.711427616672369,2.7414944805184582,1.286352908393118,100.0,0.7922116449715251,
Albania,ALB,1990,2028553750.0,1660736837.5,389249987.5,615888125.0,-175000000.0,2490874950.0,66.67283066538528,15.627038503077001,24.725774571702207,-7.025643740164475,5.45526306641834,7.50024865290627,20.38085633806035,57.330889049931876,1.7397362548101203,92.29042206313113,-14.452370229699586,174.17602984693553,100.00000000000001,0.766239635558011,Lower middle income
Albania,ALB,1991,1099559027.7777777,1287582611.1111112,251527784.7222222,83600694.44444445,-232016659.7222222,1390694430.5555558,92.5855876618954,18.08648824614489,6.011435194361681,-16.683511102401987,31.368020062928466,9.959698395974158,1.666516960719826,47.673021687694366,38.86554198750005,15.738425054648818,-75.68757582526227,137.4659421886857,99.99999999999997,0.4363940739205801,Lower middle income
Albania,ALB,1992,652174990.8373039,1218994125.212408,139619502.21570653,36891479.02575551,-546433224.2694832,849071882.1843868,143.56783574982265,16.44377880663187,4.344918233641855,-64.35653279009635,82.35026815085571,8.316988956461138,0.0,0.0,55.064993780786395,-9.082522915210811,-27.722447416266014,285.74933294964933,100.00000000000001,0.2758919597095533,Lower middle income
Albania,ALB,1993,1185315468.4629517,1641562844.3355787,173511335.7011635,162105372.68830374,-575597170.3612982,1401582382.3637476,117.12210891000983,12.379674422600779,11.565882585860951,-41.06766591847153,55.90454131104289,4.252884572430048,7.220964352219096,23.28886687162482,-18.42037020457452,-24.715148700443557,166.19333124173838,-36.18726159096109,100.00000000000003,0.45627162653736597,Low income
Albania,ALB,1994,1880950864.4131145,2178256241.512862,275059004.73829216,355435476.9980466,-548018721.767072,2260732001.482129,96.35181171783316,12.16681165914245,15.722141181043314,-24.24076455801893,35.13424411886622,4.040021808971719,11.37722294740146,40.11576823207742,-17.733882514133537,-1.7194536479062772,35.93550742304181,-40.973600481356186,100.0,0.7253436406445531,Low income
Albania,ALB,1995,2392764853.421074,2522368078.966531,330850354.1087947,509144791.39135355,-534278929.8524771,2828084294.614202,89.18998927189418,11.69874443766989,18.00316887162691,-18.891902581190976,27.97242167292724,3.5719545874991585,13.658250637985056,45.464630208905376,-7.4329919886845675,-3.847082001313329,14.508378116677289,-22.065566306812435,100.0,0.8938741907497502,Low income
Albania,ALB,1996,3199640815.4162974,3314540762.178425,302481316.6245541,697344164.8203875,-692875123.2895553,3621491120.333811,91.52419961954531,8.35239702580502,19.255719305922522,-19.132315951272844,30.306632020578377,0.22560717563428945,14.910801072280666,45.22421683882351,2.6171214580319457,-28.60432954744827,6.957388686553045,1.2725736280327027,100.00000000000001,1.1284092216009456,Lower middle income
Albania,ALB,1997,2258513974.0967965,2447593796.8643494,235969734.15132925,454308793.4560328,-565335446.4894342,2572536877.982277,95.14319572297349,9.172647287233755,17.659952607262984,-21.97579561747021,33.92562812400655,1.0458574370630238,13.315034373621128,42.38073717262614,3.954141219996332,9.820537252893313,-8.287234942029531,14.862182254564926,100.00000000000001,0.7961474235334168,Low income
Albania,ALB,1998,2545964540.883832,2684992193.702038,276094734.05662876,547094469.4363588,-641664593.8078856,2866516803.38714,93.66741511961108,9.631715178867575,19.085688553784156,-22.384818852262807,32.44984752064414,1.504925328696844,14.7407703201423,41.97171393783354,-1.5511152344087842,5.004748108790125,8.073271645897906,1.8612442612427227,100.0,0.8906192387278317,Lower middle income
Albania,ALB,1999,3212121650.9775524,3134797248.370746,355118537.29181755,756233236.7849385,-556580521.3613324,3689568501.0861697,84.96379041201959,9.6249341132242,20.496522467662857,-15.08524699290665,23.746222813052654,1.4981442630534687,16.151604234021,49.271285797189705,-9.292051773263054,-0.07040351087471697,7.3921038263981,-32.6094747852662,100.0,1.155489584554883,Lower middle income
Albania,ALB,2000,3480355258.0412197,3216796289.09505,337331814.89917225,1110462752.0693295,-808260374.4236431,3856330481.639909,83.41599104149144,8.74748200407662,28.79583991455795,-20.95931296012601,22.1984234425245,0.6206921539058889,24.450921680916093,43.39721982997034,-1.8217164783048467,-9.116447955129402,40.49134412917525,38.939143455731596,99.99999999999999,1.2187961281741555,Lower middle income
Albania,ALB,2001,3922100793.5403037,3484217875.5394683,416760684.95057774,1440560838.0899346,-934409230.1266881,4407130168.453293,79.05865591354372,9.45650954296279,32.68704991746381,-21.202215373970322,17.84108831457678,1.3297196927920591,28.342131683821954,43.154317416126034,-5.223620883171387,8.105504401789453,13.51309777541385,1.1589235501489048,100.0,1.406391417278976,Lower middle income
Albania,ALB,2002,4348068242.195123,3972822134.128362,492859483.01281,1567718712.4748409,-1158057359.4538116,4875342970.162202,81.48805444955572,10.109226900121298,32.156070292274904,-23.753351641951937,20.27048685058878,1.9824370499505672,27.81115205863305,40.603181148144415,3.072906448939272,6.902307391464935,-1.6244342225121278,12.03240426995007,99.99999999999999,1.5708589315209356,Lower middle income
Albania,ALB,2003,5611496257.142313,5130526831.748177,622787590.6528329,2014184689.596586,-1421155653.366916,6346343458.63068,80.8422497961553,9.813329434697957,31.73771956601884,-22.39329879687211,19.624682197188363,1.6865395845272264,27.392801332376983,41.96323399322424,-0.7925145075100559,-2.9270038979913537,-1.3010007829114878,-5.725730269903351,100.0,2.0637160461224187,Lower middle income
Albania,ALB,2004,7184685781.518761,6352358416.138603,805106330.3418895,2715501613.899208,-1624605875.4891858,8248360484.890514,77.01358867346984,9.760804366112476,32.92171358021403,-19.696106619796335,15.796021074502903,1.634014515941745,28.576795346572176,44.66042617030001,-4.735965577825308,-0.5352420800198932,3.7305579303904324,-12.044639789527201,100.00000000000001,2.7033757688245146,Lower middle income
Albania,ALB,2005,8052077248.146379,7083953145.848613,888246163.8677719,3053335680.9125566,-2000648461.3526664,9024886529.276274,78.49354252675231,9.842186502692819,33.83239967624735,-22.168128705692467,17.27597492778537,1.715396652522088,29.487481442605493,42.188404084403885,1.9216788605415092,0.8337646522543318,2.7662171770446387,12.550815923242054,100.00000000000001,2.9785217398125194,Lower middle income
Albania,ALB,2006,8896075004.635162,7841922709.7554455,936515671.6266761,3386757725.985315,-2121524827.8354378,10043671279.532,78.0782493920973,9.32443571241924,33.72031632384454,-21.1230014283611,16.860681793130368,1.1976458622485087,29.375398090202687,43.23353136173525,-0.5290793628195067,-5.260526104965835,-0.331289986744554,-4.714548941891483,100.0,3.3354374119439902,Lower middle income
Albania,ALB,2007,10677324852.882233,9849229265.474215,1118710228.9477184,3884917081.0060005,-2851523668.1283317,12001332907.2996,82.0677948153875,9.32154984441172,32.370713411700024,-23.760058071499227,20.850227216420564,1.1947599942409894,28.025795178058168,40.59647471859712,5.109675811576264,-0.030949519054279673,-4.002343569921319,12.484289470328047,100.00000000000001,4.004487469246913,Lower middle income
Albania,ALB,2008,12881352893.68551,12040547089.297901,1336949990.252055,4373128812.909111,-3458245896.243816,14292379996.215252,84.24452115383403,9.354285224756765,30.5976248467166,-24.1964312253074,23.02695355486709,1.2274953745860344,26.252706613074743,40.16010156478895,2.652351441077583,0.3511795880667856,-5.477446673580455,1.8365828589098188,100.0,4.780853953872105,Lower middle income
Albania,ALB,2009,12044205549.65712,11072098500.159826,1338043119.8259134,3939528388.222466,-2964490558.457042,13385179449.751163,82.71908898737746,9.996452605278956,29.432017725363437,-22.14755931801985,21.501521388410524,1.8696627551082248,25.08709949172158,42.2089734720765,-1.8107197305698541,6.864954030080783,-3.8094692878693936,-8.467661566324725,100.0,4.479765414471233,Upper middle income
Albania,ALB,2010,11926926615.801525,10646773481.778091,1330730183.9879086,3390642976.8428116,-2455100566.193834,12913046076.414978,82.4497443807924,10.305315849669427,26.25749925136292,-19.01255948182474,21.23217678182546,2.178525999498696,21.912581017721063,45.343973308271615,-0.32561360368241754,3.0897284925591073,-10.785935587640106,-14.155057860684405,100.0,4.315367718932734,Upper middle income
Albania,ALB,2011,12890760315.146019,11508045728.707151,1414653368.2912357,3785530667.0593624,-2930778122.422559,13777451641.63519,83.52811556187983,10.267888467967335,27.476276204951887,-21.272280234799045,22.310547962912892,2.1410986177966045,23.13135797131003,43.08425255529731,1.3079133103275575,-0.36318519731048937,4.641633774494758,11.885410563130684,100.00000000000001,4.592378868148278,Lower middle income
Albania,ALB,2012,12319834195.331005,10941453752.654951,1336063344.6482053,3263361079.445202,-2295828834.1768165,13245049342.57154,82.60787460781673,10.087265891519943,24.638345958865386,-17.333486458202042,21.39030700884979,1.960476041349212,20.29342772522353,47.02304633189431,-1.1017140131473036,-1.759101464832613,-10.32865671067551,-18.51608634862557,100.00000000000001,4.4028713090033085,Upper middle income
Albania,ALB,2013,12776224496.97176,11633374284.099354,1408641841.569547,3331982829.011986,-2304969338.8800917,14069029615.800797,82.68782284056051,10.012359629888861,23.68310338383158,-16.383285854280967,21.470255241593577,1.8855697797181303,19.338185150189723,47.97324693581538,0.09678040153355827,-0.7425824047530338,-3.877056425088843,-5.481878133475271,99.99999999999999,4.6635037260790275,Upper middle income
Albania,ALB,2014,13228147516.116798,12201540481.607887,1514870022.7531285,3195744975.350777,-2510946150.929086,14401209328.782705,84.72580463934726,10.519047311710567,22.190809829863813,-17.435661780921627,23.508237040380322,2.3922574615398364,17.845891596221957,46.920871009174725,2.4646698011585144,5.060622076629606,-6.301089556474904,6.423472897933191,100.0,4.759697115278783,Upper middle income
Albania,ALB,2015,11386853113.0189,10453745503.383978,1265151722.706242,2779928277.703724,-1966079569.270864,12532745934.523079,83.41145314841,10.094768770674726,22.18131838168082,-15.687540300765548,22.193885549443067,1.9679789205039953,17.836400148038965,48.668992489330805,-1.5513000986323577,-4.033431245845842,-0.04277197747969419,-10.026126350242127,100.00000000000001,4.129756603612478,Upper middle income
Albania,ALB,2016,11861199830.83956,10939629296.977264,1336675997.3417645,2890329017.057011,-1999094266.6693516,13167540044.706688,83.08028120540983,10.151296239111149,21.95040992655963,-15.181987371080611,21.862713606442895,2.0245063889404182,17.605491692917774,49.17454541901574,-0.3970341368000563,0.5599679370629662,-1.0410041961793182,-3.2226398784790167,100.0,4.325629548249245,Upper middle income
Albania,ALB,2017,13019726211.736889,11861807536.878767,1497059888.4799879,3199793450.3613358,-1960074591.2878036,14598586284.432287,81.25312482845014,10.254827825872633,21.918515861864975,-13.426468516187748,20.035557229483203,2.1280379757019023,17.57359762822312,50.930064273908606,-2.199265999644584,1.0198853853027767,-0.14530054245621704,-11.5631689842982,100.0,4.780959251526737,Upper middle income
Albania,ALB,2018,15156424015.197748,13700540734.79426,1710640286.7243156,3616720925.349855,-2071015502.879099,16956886443.989332,80.79632295733548,10.088174455698393,21.32892106871345,-12.21341848174732,19.57875535836854,1.9613846055276625,16.984002835071593,52.143114308349034,-0.5621960657871461,-1.6251210942204053,-2.6899393958390028,-9.034766163402564,99.99999999999999,5.5365187015336,Upper middle income
Algeria,DZA,1987,66745818375.492966,51116120445.170074,12969761834.753271,19815487030.0317,-2763033270.6358395,81138336039.31921,62.99872901066084,15.984752051691315,24.42185531193198,-3.405336374284146,21.80184161033084,5.2086537133914685,5.742765961709086,9.687472215407581,-1.5970263735470502,0.8809159987553716,-15.020463485898293,-60.42536753444534,99.99999999999999,3.489077168725635,Upper middle income
Algeria,DZA,1988,59089396860.43423,46950283147.24823,11885506276.071398,15503569760.228931,-4192895865.551424,70146463317.99713,66.93178946799793,16.94384251732046,22.101712655057344,-5.977344640375723,25.73490206766793,6.1677441790206124,3.422623304834449,7.1154639493160055,6.243079057470391,6.000033422649587,-9.500271896791833,75.52875790815972,100.00000000000001,2.937362365930688,Upper middle income
Algeria,DZA,1989,55634721572.734276,44397375113.654915,10015038526.35414,15088273099.843622,-5493813610.936527,64006873128.91615,69.36344949117296,15.646817344416847,23.572895163077803,-8.58316199866762,28.16656209084296,4.870719006117001,4.893805812854907,4.509646591024108,3.6330420006739583,-7.654846718374275,6.656418581588164,43.59489899060098,99.99999999999999,2.6129195047545397,Lower middle income
Algeria,DZA,1990,62048507531.33572,45235796752.846886,9969290655.392101,16734565160.31021,-926597363.9096947,71013055204.6395,63.70067675935099,14.038673067457008,23.565476956435596,-1.3048267832435934,22.503789359020992,3.262574729157162,4.8863876062127005,11.787981806448135,-8.163914530436667,-10.277772415702568,-0.031469221709456985,-84.79783110879016,99.99999999999999,2.830442210948573,Lower middle income
Algeria,DZA,1991,45715676428.276596,28636582318.66995,6728784842.6409,11822739990.391317,2522617372.769535,49710724524.47171,57.60644728598285,13.535881657344257,23.783077200114416,5.074593856558448,16.409559885652854,2.759783319044411,5.103987849891521,18.167402446250176,-9.566977594902127,-3.5814738878581776,0.9233856971411436,-488.9093879529211,99.99999999999999,1.9326148815343573,Lower middle income
Algeria,DZA,1992,48003133346.995735,32542479923.704235,7689110996.3672495,12996841730.942945,696095511.6704807,53924528162.68491,60.34819595551551,14.259023228112392,24.101910899865032,1.2908699165070674,19.15130855518551,3.482924889812546,5.422821549642137,14.383678506198795,4.759447594331667,5.342404647692645,1.340590610154857,-74.56210382553598,100.0,2.043604764174853,Lower middle income
Algeria,DZA,1993,49945584452.65057,36092753576.75281,8652665905.546217,13488734143.722574,-676792325.7881088,57557361300.23349,62.70745003142872,15.033117763011688,23.43528931662101,-1.175857111061419,21.510562631098722,4.257019424711842,4.756199966398114,11.91695147863031,3.9094028223350508,5.4288047821756,-2.7658453556384077,-191.09028694720388,100.0,2.1281733767272555,Lower middle income
Algeria,DZA,1994,42543176828.923744,31244919176.664165,7604432534.066416,12082661403.57798,-1498790715.5528412,49433222398.75572,63.206316846240284,15.383242615107823,24.4423907996783,-3.0319502610264126,22.009429445910285,4.607144276807977,5.763301449455405,10.060858328665315,0.7955463259334161,2.329023543989006,4.297371666510741,157.85022963287955,99.99999999999999,1.7880300171389616,Lower middle income
Algeria,DZA,1995,41764291671.77111,30025559882.463295,7001278082.557048,12168838398.608624,-1170007106.3915424,48025669257.23743,62.519815646168155,14.57819993107532,25.338196399573942,-2.4362119768174253,21.322928245838156,3.8021015927754735,6.6591070493510465,10.656596612874303,-1.086127517510882,-5.233244408704019,3.6649671762364333,-19.648682627376303,100.0,1.7025746258401264,Lower middle income
Algeria,DZA,1996,46941554225.35815,32157704306.310406,7404710415.086993,11678766742.358248,2730002864.165407,53971184327.92105,59.58309921628712,13.71974787526813,21.63889284215029,5.058260066294465,18.386211815957118,2.943649536968284,2.9598034919273957,18.151068655986194,-4.697257020880274,-5.888601198130694,-14.59971143599571,-307.6280764739686,100.00000000000001,1.8791215274466866,Lower middle income
Algeria,DZA,1997,48177612042.15065,32753222763.844437,7967795862.915091,11057526176.06438,4609976585.284704,56388521388.10862,58.084911534409436,14.130173423194888,19.60953382685474,8.175381215540916,16.888024134079437,3.354075084895042,0.9304444766318447,21.268189805232645,-2.514450744563068,2.9914948267133257,-9.378294121141783,61.624374950929806,99.99999999999997,1.9311039782209258,Lower middle income
Algeria,DZA,1998,48187781984.48805,35075529576.12901,8573526086.3837595,12407437825.16537,30000489.623939514,56086493977.302086,62.538281658903294,15.286257846413829,22.121970808491966,0.05348968619090464,21.341394258573295,4.510159508113983,3.4428814582690705,13.146298275882632,7.666999926229878,8.181671863426754,12.812323861552022,-99.34572242222511,99.99999999999999,1.891682019827211,Lower middle income
Algeria,DZA,1999,48640671734.971115,33261075759.823204,8165423749.180891,11863497505.590593,2612547339.3279266,55902544353.922615,59.498321846041904,14.60653328672317,21.221748746321857,4.673396120913067,18.301434445711905,3.830434948423324,2.542659396098962,17.766204710604796,-4.860958331797405,-4.446638062239172,-4.069357427343412,8637.00418475764,99.99999999999999,1.8582618414120449,Lower middle income
Algeria,DZA,2000,54790398570.328224,30219641053.485767,7442697954.838886,11329143721.258224,11659995020.980125,60651477750.563,49.82506968382193,12.271255756451538,18.679089350222895,19.22458520950364,8.628182283491931,1.4951574181516918,0.0,32.31739379919537,-16.258025204896565,-15.987897226745229,-11.98138488252366,311.36220239228567,100.00000000000001,1.987617092976971,Lower middle income
Algeria,DZA,2001,54744697926.06805,32018255877.959293,8088569968.788846,12503564559.025375,8032386600.011417,60642777005.78493,52.798136000442334,13.338059977064127,20.61839047679597,13.245413545697584,11.601248600112335,2.5619616387642807,1.9393011265730742,26.338222135389312,5.967008848129618,8.69352119934199,10.382203812039336,-31.101693995718893,100.00000000000001,1.959242193380335,Lower middle income
Algeria,DZA,2002,56760355865.00824,33756367506.296913,8790545908.16735,13946818537.208576,5605029498.543583,62098761450.216415,54.35916388341957,14.155750779690818,22.4590929215062,9.02599241538343,13.16227648308957,3.379652441390972,3.7800035712833058,22.118801005075156,2.9565965794022597,6.130507765243043,8.927478829066548,-31.85571455173417,100.00000000000001,1.9778693665138682,Lower middle income
Algeria,DZA,2003,67863850333.95256,37519515963.40718,10046153513.196432,16346862312.44341,9753993718.584442,73666525507.63147,50.9315672279404,13.637338593029888,22.190353352215535,13.240740826814179,9.7346798276104,2.861240254730042,3.5112640019926395,26.333549416505907,-6.305462429168529,-3.6622019893476354,-1.1965735670176114,46.69567862972443,100.0,2.313161738296833,Lower middle income
Algeria,DZA,2004,85332581188.6107,44655759180.46755,11752555488.019806,20495291463.018627,12292180470.326366,89195786601.83235,50.06487512668024,13.176133016779037,22.977869520349735,13.781122336190988,8.867987726350243,2.400034678479191,4.2987801701268396,26.873930925882718,-1.7016796231330233,-3.3819324284180774,3.548912248644176,4.081202981350329,100.00000000000001,2.759753414168756,Lower middle income
Algeria,DZA,2005,103198212442.6902,46657771021.97889,11816631099.918407,23085770096.386406,23871592984.73389,105431765203.01758,44.253997770155415,11.207847157983657,21.89640859368412,22.641746478176824,3.0571103698254163,0.4317488196838113,3.217319243461226,35.734555067868556,-11.606694996884414,-14.938266457153116,-4.706532630050175,64.29537396033925,100.00000000000003,3.215849772771368,Lower middle income
Algeria,DZA,2006,117027280155.38562,50249380504.53195,13144009169.75941,27110113055.918346,31470227994.23681,121973730724.44653,41.19688740033,10.776098338299846,22.22618993032474,25.80082433104541,0.0,0.0,3.5471005801018443,38.89363292073713,-6.908099886711505,-3.8522011729635763,1.5060978389658919,13.952447775676013,99.99999999999999,3.6643697218250146,Lower middle income
Algeria,DZA,2007,134977082623.7798,58488701502.61789,15716052554.104057,35532381617.60886,29962483620.137268,139699619294.46808,41.86747379699836,11.249889322158225,25.43484498888387,21.44779189195954,0.6705863966683623,0.4737909838583789,6.755755638660975,34.54060048165127,1.6277598599912402,4.396683929418654,14.436370194881398,-16.871679692218155,100.0,4.125130133725688,Lower middle income
Algeria,DZA,2008,171000699876.74734,74196165232.84837,22583573335.315285,49987659252.92802,32938441814.22917,179705839635.32086,41.287564935794805,12.56696687272066,27.81638000989203,18.329088181592503,0.09067753546480617,1.790868534420813,9.137290659669134,31.42189677128423,-1.385105927372987,11.707471183456587,9.363277118649593,-14.5409081087559,100.0,5.211880122557432,Upper middle income
Algeria,DZA,2009,137211003661.69934,73688577255.26566,22153109724.465496,52464618253.392265,-797232749.5139999,147509072483.6094,49.955284793383555,15.018133699489608,35.567045043430745,-0.540463536303901,8.758397393053556,4.242035361189762,16.88795569320785,12.552345053387826,20.993536119332035,19.50484036119917,27.863672522385862,-102.94866569983921,100.00000000000001,4.199410473525548,Upper middle income
Algeria,DZA,2010,161207307027.1855,83097970218.39452,27770789827.432945,58491154173.4953,11320675832.165855,180680590051.48862,45.991642043406024,15.370101359265592,32.37268273079419,6.265573866534196,4.7947546430760255,4.594003020965745,13.693593380571293,19.358382456225925,-7.934381249894318,2.34361783440471,-8.981241789234772,-1259.2963161553757,100.0,5.046220122504364,Upper middle income
Algeria,DZA,2011,200013098817.24976,103696511180.61653,41338878727.807335,63345778763.55419,20205194329.536545,228586363001.5146,45.36425962555319,18.084577830888986,27.711967560870843,8.839194982686989,4.16737222522319,7.308479492589139,9.032878210647947,21.93200357237872,-1.3641226752911462,17.66075843076351,-14.397061895305596,41.07558494999264,100.00000000000001,6.261486862168712,Upper middle income
Algeria,DZA,2012,209059080929.49948,109684113438.60587,42476696008.70522,64388337350.58724,17511032009.183548,234060178807.0819,46.86150117359783,18.147767050847015,27.509308793469593,7.4814229820855465,5.664613773267831,7.371668712547169,8.830219443246698,20.574231571777275,3.3004871244526113,0.34940942801606756,-0.7313041448828828,-15.360810608441843,99.99999999999997,6.2891025578360535,Upper middle income
Algeria,DZA,2013,209755003250.664,112834461826.1172,40138242675.926445,71702264377.25845,5891959520.413658,230566928399.71576,48.93783449745445,17.40849954263255,31.098243306149215,2.5554226537637827,7.7409470971244545,6.632401204332705,12.419153955926319,15.64823124345551,4.430787046631046,-4.073600383689957,13.04625477733412,-65.84309348792594,100.0,6.078032139441855,Upper middle income
Algeria,DZA,2014,213809979836.314,119505620179.01013,41759267179.9409,78714847067.44438,-3076729019.91346,236903005406.482,50.444957409451376,17.627158046513458,33.226613960588715,-1.2987294165535632,9.248070009121378,6.8510597082136115,14.54752461036582,11.794079173138165,3.07966816977836,1.2560445163319445,6.844022131689509,-150.82248976077267,99.99999999999999,6.128261409263755,Upper middle income
Algeria,DZA,2015,165979224866.13135,103854567250.02612,35785694896.2083,70137645175.83139,-22160836662.241165,187617070659.82465,55.35454043962164,19.073794708740895,37.383402762428005,-11.81173791079053,14.157653039291638,8.297696370441049,18.70431341220511,1.281070678901198,9.732554614567679,8.206862719504414,12.510419529265926,809.4841281208002,100.00000000000001,4.763913848700713,Upper middle income
Algeria,DZA,2016,160034212126.018,101466439166.9506,33430925323.02663,68933841190.68959,-22693967448.84717,181137238231.81964,56.01633333787156,18.456130638495047,38.05614011982891,-12.528604096195508,14.819445937541559,7.680032300195201,19.377050769606015,0.56420449349622,1.1955530530901592,-3.2382862439155446,1.7995615906774454,6.069099998824812,100.00000000000001,4.516956880296632,Upper middle income
Algeria,DZA,2017,170096988531.9059,104632051230.97627,32234079929.53819,69367835606.37988,-17106549423.631516,189127417343.26282,55.323576401971906,17.043578547384232,36.67783158085352,-9.044986530209652,14.126689001641907,6.267480209084386,17.998742230630626,4.047822059482076,-1.2367052511651822,-7.653565738013201,-3.6217770237219393,-27.80531286038248,100.0,4.634964750233407,Upper middle income
Algeria,DZA,2018,174910684781.57056,103673615830.24936,30185998239.08292,70426562676.6818,-11094930337.285881,193191246408.72818,53.66372325737295,15.624930632322453,36.45432388157106,-5.742977771266465,12.466835857042952,4.848832294022607,17.77523453134816,7.349830818425263,-3.000263635414202,-8.323650523965265,-0.6093808975314086,-36.50650830617269,100.0,4.656358067756523,Upper middle income
Angola,AGO,1987,8089279284.615384,,,0.0,,,,,,,,,,,,,,,,,
Angola,AGO,1988,8775116269.230768,,,0.0,,,,,,,,,,,,,,,,,Lower middle income
Angola,AGO,1989,10207922517.056854,,,0.0,,,,,,,,,,,,,,,,,Lower middle income
Angola,AGO,1990,11236275842.809364,,,0.0,,,,,,,,,,,,,,,,,Lower middle income
